   2.9999999999999999E-002   9.9914418833563223E-004   9.9914418833563223E-004
   5.9999999999999998E-002   9.9744605961110677E-004   9.9744606311469308E-004
   8.9999999999999997E-002   9.9491955613806304E-004   9.9491957700154066E-004
  0.12000000000000000        9.9157905402158519E-004   9.9157912643538237E-004
  0.14999999999999999        9.8743934949385714E-004   9.8743954083557739E-004
  0.17999999999999999        9.8251564542839454E-004   9.8251607168775568E-004
  0.20999999999999999        9.7682353796879617E-004   9.7682438141544203E-004
  0.23999999999999999        9.7037900321156334E-004   9.7038053195291907E-004
  0.27000000000000002        9.6319838388403411E-004   9.6320097294738671E-004
  0.29999999999999999        9.5529837596552980E-004   9.5530252953085482E-004
  0.32999999999999996        9.4669601520219748E-004   9.4670238961253039E-004
  0.35999999999999999        9.3740866347269414E-004   9.3741809065522874E-004
  0.39000000000000001        9.2745399496668712E-004   9.2746750590894100E-004
  0.41999999999999998        9.1684998214269786E-004   9.1686883008645914E-004
  0.44999999999999996        9.0561488143908742E-004   9.0564056447423047E-004
  0.47999999999999998        8.9376721871564646E-004   8.9380150148121729E-004
  0.51000000000000001        8.8132577440996895E-004   8.8137070863592015E-004
  0.54000000000000004        8.6830956839745177E-004   8.6836751204932838E-004
  0.56999999999999995        8.5473784454959123E-004   8.5481147936716795E-004
  0.59999999999999998        8.4063005498896670E-004   8.4072240224014605E-004
  0.63000000000000000        8.2600584404596278E-004   8.2612027834416679E-004
  0.65999999999999992        8.1088503192472405E-004   8.1102529298743287E-004
  0.68999999999999995        7.9528759809172067E-004   7.9545780034101510E-004
  0.71999999999999997        7.7923366440252329E-004   7.7943830433307992E-004
  0.75000000000000000        7.6274347798710451E-004   7.6298743924618773E-004
  0.78000000000000003        7.4583739391659298E-004   7.4612595005679738E-004
  0.80999999999999994        7.2853585767673756E-004   7.2887467255550176E-004
  0.83999999999999997        7.1085938747622590E-004   7.1125451328502010E-004
  0.87000000000000000        6.9282855641983332E-004   6.9328642933064177E-004
  0.89999999999999991        6.7446397457721075E-004   6.7499140799492929E-004
