       10000   1.34581923    
       30000   1.84243083    
       50000   2.26321077    
       70000   2.69954848    
       90000   2.93318152    
      110000   3.25011659    
      130000   3.22897792    
      150000   3.34397149    
      170000   3.45532537    
      190000   3.54418588    
      210000   3.55829096    
      230000   3.61966753    
      250000   3.75121069    
      270000   3.71854234    
      290000   3.81062150    
      310000   3.77582884    
      330000   3.88062882    
      350000   3.89127278    
      370000   3.84854150    
      390000   4.02265596    
      410000   3.92901373    
      430000   3.93015575    
      450000   3.99493027    
      470000   4.02109241    
      490000   4.07810736    
      510000   4.03651857    
      530000   4.05901194    
      550000   4.12492895    
      570000   4.10243559    
      590000   4.12676334    
      610000   4.10427046    
      630000   4.17881680    
      650000   4.10583353    
      670000   4.17175007    
      690000   4.08517456    
      710000   4.18038034    
      730000   4.17698240    
      750000   4.15081978    
      770000   4.24289846    
      790000   4.28971958    
      810000   4.24289894    
      830000   4.35040379    
      850000   4.29835081    
      870000   4.33470631    
      890000   4.29495287    
      910000   4.26199389    
      930000   4.29835129    
      950000   4.32084417    
      970000   4.35903454    
      990000   4.28448820    
